web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,
"1582055863-1334","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Steffen","Absolut nicht zu empfehlen!","8. Dezember 2018","Der Akku ist bereits nach 8 Monaten im Eimer. Das putzen der Zähne war i.O.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=critical&pageNumber=13&reviewerType=all_reviews","null"
"1582055899-1457","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Jürwe","Putzt gut, aber miserable Akkuleistung","23. April 2018","Die Reinigungsleistung der Zahnbürste ist gut, der Akku ist jedoch eine Katastrophe. Bei mir ist es so, dass für jede Minute des Gebrauches der Akku 30 Minuten aufgeladen werden muss. Dazu macht das Gerät großen Lärm.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&filterByStar=critical&pageNumber=25&reviewerType=all_reviews","null"
"1582055854-1305","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","B.H.","Akku defekt nach kurzer Zeit","2. April 2018","Die Zahnbürste an sich ist ok - jedoch spinnt bei mir der Akku nach ca. 1 Woche, es lädt nicht mehr vollständig?? Für das Geld hätte ich mir eine längere Lebensdauer gewünscht!","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=critical&pageNumber=10&reviewerType=all_reviews","null"
"1582055831-1236","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Kunde","LADESTATION FUNKTIONIERT NICHT","2. Februar 2019","Ich finde das Produkt an sich gut generell sind Elektrische Zahnbürsten viel besser als herkömmliche Zahnbürsten.
Nur bin ich leider über dieses Produkt enttäuscht da mir ein Defektes Gerät zugeschickt wurde?
Meine Zahnbürste lässt sich nicht aufladen egal wie ich Ihn auf die Ladestation setze es lädt nicht durchgehend sondern blinkt teilweise grün statt durchgehend zu leuchten. Wenn ich Sie dann einschalte ist Sie sehr langsam weil der Akku schwach ist oder Sie geht überhaupt nicht an und Blinkt rot fürs aufladen.
Sehr nervig, weil ich jetzt das ganze zurück schicken muss.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=critical&pageNumber=3&reviewerType=all_reviews","null"
"1582055826-1217","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Joerg Ganesha","Akku defekt","1. Mai 2018","Habe die Zahnbürste am 05. .Jan. 2018 bekommen, nun ist bereits der Akku defekt, und man muss nach einmaligem Zähneputzen wieder aufladen.
Nach Austausch durch Amazon, Anfang Mai (!!!) funktioniert der Akku nun schon wieder nicht mehr und ist nach einmaliger Benutzung der Zanhnbürste rot blinkend leer.
also Schrott.","1,0 von 5 Sternen","","","null"
"1582055890-1424","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Andreas Metz","Beurteilung der letzten Bestellung","16. Februar 2018","Sehr geehrte Damen und Herren,

Leider wird mir per Mail ein falscher Endbetrag mitgeteilt, welcher aufgrund des nicht abgezogenen Bonus differiert.
Schade eigentlich!","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=critical&pageNumber=22&reviewerType=all_reviews","null"
"1582055841-1275","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Kunde","Extrem Lautes Schlachtschiff","24. April 2017","Leider ist die Zahnbürste Lauter als die meisten elektronischen Geräte die ich kenne...
ich habe mich regelrecht erschreckt als ich sie an machte... meine 20 Jahre alte Braun Zahnbürste ist nichtmal halb so laut..
wirklich schade...","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=critical&pageNumber=7&reviewerType=all_reviews","null"
"1582055869-1352","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","SF","Leistung lässt sehr schnell nach.","25. Juni 2018","Der Akku hat bereits nach 6 Monaten nachgelassen. Einmal geladen, hielt er maximal noch 3 Tage, bevor man ihn wieder laden muss.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=critical&pageNumber=15&reviewerType=all_reviews","null"
"1582055826-1213","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon-Kunde","Elektrische Zahnbürste Oral-B Pro 600","16. September 2018","Sehr geehrte Damen und Herren,
ich besitze die elektrische Zahnbürste Oral-B Pro 600 seit 18.10.2016 . Nun ist seit einigen Wochen das Problem, das sie immer wieder mal aussestzt . Seit zwei Tagen kann ich  die Zahnbürste gar nicht mehr zu benutzten, da sich der Akku nicht mehr bewegt.
Da ja eine Garantie von 2 Jahren besteht erhoffe ich mir einen Austausch der Zahnbürste.
Bitte teilen Sie mir mit wie und wohin ich die Oral-B Pro 600 schicken kann.
Mit freundlichen Grüßen
Jutta Seeger","1,0 von 5 Sternen","","","null"
"1582055888-1410","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Thomas","Fehlkauf","17. November 2017","Ich glaube das Teil ist defekt, es kann nicht normal sein das es so extrem vibriert.
Überhaupt kein Vergleich zum Vorgängermodell.
Sehr enttäuscht.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=critical&pageNumber=21&reviewerType=all_reviews","null"
"1582055879-1389","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","manuela","Kabel","23. April 2017","Ich habe mir die Zahnbürste gekauft, weil ich mit Oral-B zufrieden war. Hatte vorher das Oral B Professional Care Water Jet. Wollte aber dies nicht mehr, da mein Sohn keine Zahnspange hat (deshalb hatte ich es gekauft wegen der Munddusche) und ich habe sie nicht täglich benutzt muss ich zugeben. Also kaufte ich diese Zahnbürste. Allerdings bekommt sie von mir nur 3 Sterne, weil sie zu lange braucht zum Aufladen und ich kann sie im Bad nicht aufladen da das Kabell viel zu kurz ist für an die Konsole am Spiegelschrank und für an die Steckdose in meinem Bad reicht es auch nicht aus. D.h. ich muss die Zahnbürste entweder in der Küche oder in meinem Schlafzimmer aufladen. Sieht natürlich nicht so toll aus, wenn Besuch kommt und in der Küche meine Zahnbürste steht. Mein Besuch muss durch die Küche laufen, um ins Wohnzimmer zu gelangen.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=critical&pageNumber=18&reviewerType=all_reviews","null"
"1582055833-1248","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Martin81","Nach 25 Monaten Akku am Ende","4. Januar 2019","Wir nutzen in der Familie seit vielen Jahren unterschiedliche Oral B Zahnbürsten. Bei dieser hat jetzt nach genau 25 Monaten der Akku aufgegeben. Trotz ""voller Ladung"" (also LED hört auf zu blinken) schafft die Zahnbürste so gerade noch einmal putzen.
Der Vorgänger aus der 500er Serie hat gute 4,5 Jahre gehalten.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=critical&pageNumber=4&reviewerType=all_reviews","null"
"1582055888-1416","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","doroschewski","Gut aber nach 2 Jahren Schrott.","31. Dezember 2017","Nach 26 Monaten, also kurz nach Garantieablauf tot. Daher leider nur ein Stern. Ist leider wohl doch nur ein Billigprodukt.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=critical&pageNumber=21&reviewerType=all_reviews","null"
"1582055873-1365","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Kunde","Preis + Leistung sind ok","2. März 2019","Lieferung wie immer sehr schnell","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=critical&pageNumber=16&reviewerType=all_reviews","null"
"1582055873-1362","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Emi","Nicht zu empfehlen","12. Februar 2019","Akku ganz schlecht...","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=critical&pageNumber=16&reviewerType=all_reviews","null"
"1582055885-1406","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","B.JU","Perfekte Zahnbürste--> für wenige Monate","11. März 2018","Tja, am Anfang waren wir total begeistert. Jetzt paar Monate später lädt sie sich einfach nicht mehr auf. Der Akku muss voll geladen sein, sonst stockt sie leider öfter. Wir werden uns nach einer Alternative umsehen","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=critical&pageNumber=20&reviewerType=all_reviews","null"
"1582055890-1427","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","alexander","Extrem schwacher Akku und auch schwacher Motor","21. März 2016","Ich wollte einfach mal eine E-Zahnbürste ausprobieren und habe mich hier für das günstige Modell entschieden.
Erstmal muss ich sagen, ich merke keinen Unterschied zu einer normalen Handzahnbürste was die Sauberkeit oder Putzleistung betrifft.

Meine ""Bürste"" schein wohl niemals voll aufgeladen zu sein, zumindest blinkt das Lämpchen auch nach über 60Std. in der Ladestation noch weiter vor sich hin.
Nutze ich das Teil dann für einen Putzgang (2-3 Min.), so blinkt nach abschalten bereits das rote Lämpchen, was wohl soviel heißen soll wie: ""Akku fast leer"".
Auch merkt man bereits nach gut einer Minute wie die Leistung schwindet.
Bei mir steht das Ding dauerhaft in der Ladestation, was wohl auch nötig ist, da 60Std. Ladezeit = 1-2 Putzgänge.
Auch die Leistung des Motors ist nicht gerade überragend, gerade wenn man die Backenzähne putzt, gerät die E-Bürste öfter ins stottern und ich übe wirklich kaum Druck aus.

Hier erhält man also mehr oder weniger eine Wegwerfelektrozahnbürste. Ich gehe davon aus, der Akku wird kein Jahr überleben.
Der Akku wurde ja bereits von vielen anderen auch bemängelt, hier muss man wohl von Absicht des Herstellers ausgehen.
Die Bürste wird noch 1-2 Monate benutzt und dann gehts ab in die Tonne und ich widme mich wieder der Handarbeit.

Update: Nach nun wenigen Wochen ist der Akku bereits schon so schwach, das dieser nichtmal mehr für einen Putzgang reicht.
Bereits nach etwas über einer Minute nutzung geht das Teil aus.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=critical&pageNumber=22&reviewerType=all_reviews","null"
"1582055879-1382","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Flatscher Matthias","Mangelhafte Akkulesitung","22. September 2017","Habe mir diese elektrische Zahnbürste als Ersatz für eine Oral-B Professional Care 8000 gekauft. Diese hat mir für etwa 8 Jahre (Amazon - Bestellhistorie sei Dank) gute Dienste geleistet, bis der Akku das Zeitliche segnete.

Bei diesem Modell reduziert sich nach nicht einaml einem Jahr die Akkukapazität deutlich. Dies wäre ja an und für sich noch erträglich, wenn die Akkuanzeige (rote LED) funktioniren würde, damit ich die Zahnbürste wieder rechtzeitig laden kann. Dem ist aber nicht so, die Zahnbürste wird mitten unterm putzen einfach schwächer und fällt dann komplett aus.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=critical&pageNumber=18&reviewerType=all_reviews","null"
"1582055833-1240","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","KW","Qualität immer Schlechter","2. August 2018","Zahnbürste ist nach jetzt 8 Monaten gebrauch Defekt. Die mechn. klemmt. Ist jetzt schon die 2.! Zahnbürtste Oral-B Pro 600 innerhalb von 1 Jahr mit dem selben Defekt. Bis letztes Jahr sind die Zahnbürsten immer wegen eines defekten Akkus ausgefallen, jetzt gehen die Dinger in der Garantie kaputt.

Beim der ersten Zahnbürste mit diesem Fehlerbild Reklamation an Verkäufer gesendet, aber nie eine Antwort erhalten.

Unterirdische Qualität, unterirdischer Service.

Absolute Enttäuschung.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=critical&pageNumber=4&reviewerType=all_reviews","null"
"1582055869-1351","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Canan Herdem","Akku defekt","19. November 2019","Leider so in Kürze Zeit ist die Bürste defekt. Es lädt nicht mehr somit kann man es nicht mehr benutze.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=critical&pageNumber=15&reviewerType=all_reviews","null"
"1582055838-1260","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","""stefanfinke80""","Akku nach 22 Monaten tot","11. Dezember 2019","Leider kann ich für dieses Markenprodukt nur einen Stern vergeben! Bestellt Ende Januar 2018, in Benutzung seit Februar 2018. Anfang Dezember 2019, also nach nur 22 Monaten!!! hat die Batterie komplett ihren Geist aufgegeben. Es reicht nicht mal für einen Putzvorgang. Das ist einer Braun Oral B absolut nicht angemessen.
Leider kommt man an den Akku ohne Kenntnisse im Löten auch nicht dran. Daher keine Kaufempfehlung.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=critical&pageNumber=6&reviewerType=all_reviews","null"
"1582055905-1470","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Schlumpf","Die 30 Tage Geld zurück Garantie entpuppt sich als Kundennepp","22. Mai 2017","Habe die Zahnbürste getestet und dann versucht, sie im Rahmen der 30 Tage Geld zurück Garantie wieder zurück zu geben. Mit fadenscheinigen Argumenten bekam ich die Bürste zurück und die Geld zurück Garantie wurde abgelehnt.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&filterByStar=critical&pageNumber=27&reviewerType=all_reviews","null"
"1582055836-1255","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","FrauN.","Miserable Ladezeiten","8. Juni 2019","Ich nutze die Zahnbürste nun seit zwei Jahren. Die grundsätzliche Leistung ist okay, aber um sie drei Tage nutzen zu können, benötigt sie inzwischen drei Tage UND Nächte für den Ladevorgang.
Ich würde sie mir nicht noch einmal kaufen!","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=critical&pageNumber=5&reviewerType=all_reviews","null"
"1582055863-1339","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Kunde","Nicht zu empfehlen!","23. Juli 2017","Leider enttäuscht. Das Gerät ist unglaublich laut und erzeugt ein unangenehmes Gefühl beim Benutzen, da es sehr grob rotiert. Daher würde ich es nicht weiterempfehlen.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=critical&pageNumber=13&reviewerType=all_reviews","null"
"1582055843-1281","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Francy Guhl","Akkulaufzeit sehr schwach!","5. November 2019","Die Zahnbürste ist eigentlich ganz gut. Bei der ersten Verwendung war ich begeistert... allerdings lässt das Akku sehr schnell nach. Nach einem halben Jahr in Benutzung war es nicht mehr möglich die Zahnbürste zu verwenden, ohne sie permanent aufzuladen. Ich bin leider gezwungen mir schon wieder eine neue Zahnbürste zu kaufen, schade.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=critical&pageNumber=8&reviewerType=all_reviews","null"
"1582055894-1439","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","M.","Viel zu laut und kräftig","23. April 2019","Ich hatte bisher immer elektrische Zahnbürsten von Aldi. Nun dachte ich, ich probiere mal eine 'Marken'-E.Bürste. Aber zumindest dieses Modell von OralB ist ja grausam. Es ist, als ob man eine Bohrmaschine im Mund hat. Viel zu laut und viel zu starke Vibration. Und der 'eine' mitgelieferte Aufsatz fühlt sich wie ein Stein an, wenn man ihn gegen den Zahn drückt. Es ist nicht weich und somit kommen auch keine Bürsten um den Zahn herum in die Zwischenräume. Denn man soll laut Zahnärzten die Bürste gar nicht stark andrücken, sonst schruppt man sich nur den Zahn selbst ab.
Fazit: Bin echt enttäuscht. Von wegen mehr Qualität.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=critical&pageNumber=23&reviewerType=all_reviews","null"
"1582055843-1284","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Dr.med.Werner Diehl","Oral B Pro 600 elektrische Zahnbürste","23. Oktober 2016","Das neue Modell, schlanker als sein Vorgänger hat dadurch eine zu schwache Akkuleistung u. der Akku hält nicht so lange durch wie sein Vorgänger. Insgesamt eine qualitative Verschlechterung. Putzbürste durch neue Anordnung der Borsten ist besser. Man hat den Eindruckt dass sie besser reinigt..","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=critical&pageNumber=8&reviewerType=all_reviews","null"
"1582055899-1454","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Lenore","Fehlkauf","24. März 2017","Ich hatte immer eine Philips Sonicare und war super zufrieden damit, wenn die nicht regelmäßig nach Ablauf der Garantie ihren Geist aufgeben würden…
Also mal die Oral-B gekauft, kann ja wohl nicht schlechter sein.
DOCH!
Sie funktioniert zwar einwandfrei (wahrscheinlich auch länger als meine Philips Sonicare das jemals getan haben), putzt natürlich auch die Zähne so wie sie soll. Aber ich habe bei der Benutzung das Gefühl ein lautes klobiges Etwas im Mund rumfuhrwerken zu haben. Im Vergleich zur Philips als Auto ist das hier ein Trecker.
Schade.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&filterByStar=critical&pageNumber=25&reviewerType=all_reviews","null"
"1582055857-1319","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Sofie","Schlechte Qualität","29. Januar 2019","Sehr laut und putz die Zähe nicht richtig","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=critical&pageNumber=11&reviewerType=all_reviews","null"
"1582055833-1246","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","KeuLe","1/2 Jahr und der Akku lässt nach!","19. September 2016","Habe diese Zahnbürste jetzt vor ziemlich genau einen halben Jahr bestellt,
bereits jetzt lässt der Akku schon mit der Leistung nach,
dies merke ich nicht nur beim Zähneputzen, sondern auch an der Lampe die das laden anzeigt.!

meine alte hatte mehr als 5 Jahre durchgehalten!","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=critical&pageNumber=4&reviewerType=all_reviews","null"
"1582055857-1310","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","KN","Sehr schlechter Akku","7. März 2019","Leider hat der Akku bereits nach einem halben Jahr extrem nachgelassen und selbst voll aufgeladen läuft die Bürste dem Gefühl nach nur noch mit halber ursprünglicher Kraft.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=critical&pageNumber=11&reviewerType=all_reviews","null"
"1582055902-1465","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","R.Waldenmaier","Gerät mit definierter Lebensdauer","25. November 2016","Auch ich habe, wie viele andere, nun schon 2 dieser Geräte innerhalb 4 Jahren verbraucht. Leider sieht es bim Konkurrenten Philips laut Rezessionen auch nicht besser aus.
Deshalb meine Empfehlung ....... nur die billigste Version kaufen. Bei einem Preis von 25 Euro für 2 Jahre Haltbarkeit (oder 1.- Euro pro Monat) ist es auch nicht teurer als herkömmliche Zahnbürsten.
Werde mir also jetzt wieder eine neue kaufen.
Die teuren Luxusvarianten würde ich aber bei dieser Qualität bestimmt nicht kaufen.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=critical&pageNumber=26&reviewerType=all_reviews","null"
